pam_caseid,year_count,cowcode,country,country_accorddate,accord name,year,war_start,cease_date,amnest_prov,amnest_init,amnest_implem,amnest_rev,addloss_prov,addloss_init,addloss_implem,addloss_rev,arbint_prov,arbint_init,arbint_implem,arbint_revers,bound_prov,bound_init,bound_implem,bound_revers,cease_prov,cease_init,cease_implem,cease_revers,child_prov,child_init,child_implem,child_revers,citiz_prov,citiz_init,citiz_implem,citiz_revers,civadm_prov,civadm_init,civadm_impem,civadm_revers,const_prov,const_init,const_implem,const_revers,cultr_prov,cultr_init,cultr_implem,cultr_revers,decen_prov,decen_init,decen_implem,decen_revers,demob_prov,demob_init,demob_implem,demob_revers,develop_prov,develop_init,develop_iplem,develop_revers,disarm_prov,disarm_init,disarm_implem,disarm_revers,disput_prov,disput_init,dispute_implem,dispute_revers,donor_prov,donor_init,donor_implem,donor_revers,educat_prov,educat_init,educat_implem,educat_revers,elect_prov,elect_init,elect_implem,elect_revers,embarg_prov,embarg_init,embarg_implem,embarg_revers,ethrel_prov,ethrel_init,ethrel_implem,ethrel_revers,exerefm_prov,exerefm_init,exerefm_implem,exerefm_revers,humrts_prov,humrts_init,humrts_implem,humrts_revers,idps_prov,idps_init,idps_implem,idps_revers,indmin_prov,indmin_init,indmin_implem,indmin_revers,indrefer_prov,indrefer_init,indrefer_implem,indrefer_revers,judrfm_prov,judrfm_init,judrfm_implem,judrfm_revers,legref_prov,legref_init,legref_implem,legref_revers,media_prov,media_init,media_implem,media_revers,milrfm_prov,milrfm_init,milrfm_implem,milrfm_revers,minrts_prov,minrts_init,minrts_implem,minrts_revers,natres_prov,natres_init,natres_implem,natres_revers,offlan_prov,offlan_init,offlan_implem,offlan_revers,pargrp_prov,pargrp_init,pargrp_implem,pargrp_revers,polrfm_prov,polrfm_init,polrfm_implem,polrfm_revers,powtran_prov,powtran_init,powtran_implem,powtran_revers,prisr_prov,prisr_init,prisr_implem,prisr_revers,ratm_prov,ratm_init,ratm_implem,ratm_revers,refug_prov,refug_init,refug_implem,refug_revers,regpkf_prov,regpkf_init,regpkf_implem,regpkf_revers,reint_prov,reint_init,reint_implem,reint_revers,repar_prov,repar_init,repar_implem,repar_revers,roa_prov,roa_init,roa_implem,roa_revers,selfd_prov,selfd_init,selfd_implem,selfd_revers,terpow_prov,terpow_init,terpow_implem,terpow_revers,time_prov,time_init,time_implem,time_revers,truth_prov,truth_init,truth_implem,truth_revers,unpkf_prov,unpkf_init,unpkf_implem,unpkf_revers,untran_prov,untran_init,untran_implem,untran_revers,verify_prov,verify_init,verify_implem,verify_revers,with_prov,with_init,with_implem,with_revers,women_prov,women_init,women_implem,women_revers,total_prov,total_implem_points,agg_implem_score
23,1,560,South Africa,South Africa (11/17/1993),"Interim Constitution Accord, Nov 17 1993",1993,21-Mar-60,06-Aug-90,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,3,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,25,32,42.66667
17,3,517,Rwanda,Rwanda (8/4/1993),"Arusha Accord – 4 August 1993, Aug 04 1993",1995,03-Oct-90,29-Mar-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,1,1,3,0,0,0,0,0,26,34,43.58974
10,1,436,Niger,Niger (4/15/1995),"Agreement Between the Republic Niger Government and the ORA, Apr 15 1995",1995,19-Jan-93,09-Oct-94,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,43.75
20,4,540,Angola,Angola (11/15/1994),"Lusaka Protocol, Nov 15 1994",1997,11-Nov-75,15-Nov-94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,18,24,44.44444
10,2,436,Niger,Niger (4/15/1995),"Agreement Between the Republic Niger Government and the ORA, Apr 15 1995",1996,19-Jan-93,09-Oct-94,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,45.83333
17,4,517,Rwanda,Rwanda (8/4/1993),"Arusha Accord – 4 August 1993, Aug 04 1993",1996,03-Oct-90,29-Mar-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,1,1,3,0,0,0,0,0,26,36,46.15385
25,4,660,Lebanon,Lebanon (10/22/1989),"Taif Accord, Oct 22 1989",1992,13-Apr-74,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,18,25,46.2963
28,1,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",1998,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,15,21,46.66667
14,1,451,Sierra Leone,Sierra Leone ( 7/7/1999),"Lomé Peace Agreement , Jul 07 1999",1999,01-May-97,18-May-99,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,1,1,2,0,0,0,0,0,1,1,1,0,1,1,2,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,26,37,47.4359
10,3,436,Niger,Niger (4/15/1995),"Agreement Between the Republic Niger Government and the ORA, Apr 15 1995",1997,19-Jan-93,09-Oct-94,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,2,0,1,1,3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,47.91667
18,1,522,Djibouti,Djibouti (12/26/1994),"Accord de paix et de la reconciliation nationale , Dec 26 1994",1995,13-Nov-91,26-Dec-94,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,48.14815
19,5,522,Djibouti,Djibouti (5/12/2001),"Agreement for the Reform and Civil Concord , May 12 2001",2005,01-Feb-98,07-Feb-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,0,1,1,3,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,48.14815
14,2,451,Sierra Leone,Sierra Leone ( 7/7/1999),"Lomé Peace Agreement , Jul 07 1999",2000,01-May-97,18-May-99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,0,1,1,2,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,1,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,0,1,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,26,38,48.71795
28,3,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2000,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,4,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2001,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,5,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2002,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,6,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2003,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,7,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2004,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,8,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2005,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,9,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2006,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
28,10,771,Bangladesh,Bangladesh (12/2/1997),"Chittagong Hill Tracts Peace Accord (CHT), Dec 02 1997",2007,01-Mar-72,11-Aug-92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15,22,48.88889
26,2,702,Tajikistan,Tajikistan  (6/27/1997),"General Agreement on the Establishment of Peace and National Accord in Tajikistan, Jun 27 1997",1998,10-May-92,11-Dec-96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1,1,2,0,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,21,31,49.20635
30,2,811,Cambodia,Cambodia (10/23/1991),"Framework for a Comprehensive Political Settlement of the Cambodia Conflict, Oct 23 1991",1992,01-Jan-67,01-May-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,3,0,0,0,0,0,21,31,49.20635
19,2,522,Djibouti,Djibouti (5/12/2001),"Agreement for the Reform and Civil Concord , May 12 2001",2002,01-Feb-98,07-Feb-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,1,0,1,1,3,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,50
19,3,522,Djibouti,Djibouti (5/12/2001),"Agreement for the Reform and Civil Concord , May 12 2001",2003,01-Feb-98,07-Feb-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,1,0,1,1,3,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,50
