X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
-8.03688295790306,12.632934524432,5724259450,node,9,,clinic,,,,,60230907,,,,f0b7c9c13a344574876d2ebdf260086a,,,,,,0,1,,2018/06/27 23:08:36,,,,,Clinique Effica Santé,,Nathalie SIDIBE,,,,,,
-8.02733655692163,13.572812833799,2163841036,node,9,,pharmacy,,,,,16963254,,,,a65c9f9e3d7d463f928f801c8d0ecfc3,,,,,,0,2,,2013/07/15 14:46:01,,,,,Pharmacie SABOU,,Paul Mallet,,,,,,
,,570788308,way,12,,hospital,,,,,57302352,,,,50b235538daa451da85ef9976ea90d6f,,,,,,0,1,,2018/03/18 22:28:03,,,,,Lazaret,,Dr Ibrahima Berthe,,,,,hospital,
-7.96660480692569,12.6039902202122,5477754323,node,9,,clinic,,,,,57175393,,,,1d46eb12fa9744fab6f26423d9d4a666,,,,,,0,1,,2018/03/14 11:36:49,,,,,Clinique ATLAS,,Aboubacar m BARRY,,,,,,
-8.07237637834839,12.5710149749373,5637747880,node,9,,pharmacy,,,,,59214658,,,,f4facca302c94c11b65dd371c94c4054,,,,,,0,1,,2018/05/23 14:59:17,,,,,Pharmacie Officine Fofana,,Araba,,,,,,
-6.94398881515193,12.7991129632836,4506775367,node,12,,hospital,,,,,71225823,,,,14094a34db034c5fa43da4467fde1ced,,,,,,0,2,,2019/06/13 16:55:38,,,,,Centre de Référence de Fana,,mapman44,,,,,hospital,
-8.08611113252658,12.5683332688359,2163839369,node,15,,clinic,,,,,93262220,,,,111acb2e5f104a3d9c8eba0ead59a029,,,,OMS Survey,,0,3,,2020/10/30 01:53:15,,,,,Centre de Santé Communautaire de Kanadjiguila,,Jean-Marc Liotier,yes,,,,,
-7.99129403799941,12.5719314522303,7726936324,node,9,,pharmacy,,,,,95347947,,,,86cb50de05a44cc19e89715b63715c20,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE NOUMOUKE SAMAKE,,UNGSC-DTLM-Ale_Zena,,,,,,
-6.25982502106925,13.4457565927336,5915885697,node,15,,doctors,,,,,72582283,,,,8a14e857ca364414822d0bf8ded7c196,,08:00+,,,,0,2,,2019/07/24 03:33:07,,,,,HOPITAL NIANANKORO FOMBA,,HubMiner,yes,,,,,
-11.0243192289482,14.5983203307105,5838143085,node,9,,doctors,,,,,61743274,,,,8f67bc39bd694e369bfd4f77900c3b7c,,,,,,0,1,,2018/08/17 11:33:58,,,,,Centre de santé,,Kassé Sacko,,,,,,
-6.81192447075938,11.5259718601183,5989885688,node,9,,doctors,,,,,68404386,,,,b32203226d9145b6b1462ce27e31e5bf,,,,,,0,2,,2019/03/22 10:01:39,,,,,Centre de Santé de Ména,,Jean-Marc Liotier,,,,,,
-8.88563011466346,14.4630331445478,4497037508,node,9,,clinic,,,,,43585009,,,,a8dc9da760ad45a5b0f98c9f6803c2bc,,,,,,0,1,,2016/11/12 16:40:57,,,,,Centre de santé de Foulabougou,,SarahPetit,,,,,,
-8.05769974971059,12.5955740350547,5266459720,node,9,,dentist,,,,,54377712,,,,27ef7feab5b345b19f77e7f17ec69c1d,,,,,,0,1,,2017/12/05 19:25:13,,,,,Cabinet Dentaire Paul,,Nathalie SIDIBE,,,,,,
-8.08584324690113,12.5430338352112,3190958797,node,12,,clinic,,,,,93262220,,,,0c7f071427164891a5e3af29b60bf832,,,,Cluster Nutrition,,0,2,,2020/10/30 01:53:15,,,,,Centre de Santé Communautaire de Ouizzindougou,,Jean-Marc Liotier,,,,,,
,,791302414,way,9,,hospital,,,,,83469684,,,,46293da851b04308987f5ba6388e247a,,,,,,0,1,,2020/04/13 10:31:14,,,,,,,_aahu_,,,,,hospital,
-8.00018044792492,12.6451835862726,5061939121,node,24,,pharmacy,,rue 347,Pharmacy,,71225653,,,,6da0c57a64624dc980dac1ef26912e2e,,Mo-Fr,,,,0,3,,2019/06/13 16:50:55,,277,,,Pharmacie populaire du Mali Laboratoire galénique,,mapman44,,,,,pharmacy,
-6.26237496365269,13.4474572808875,6721925785,node,9,,pharmacy,,,,,73475161,,,,577e754e9f6b482e919d9fd3ecee8c5b,,,,,,0,1,,2019/08/18 22:52:16,,,,,OFFICINE SARAKOLE,,Allaye Guindo,,,,,,
-7.99701083123986,12.6411561656168,4893886486,node,12,,pharmacy,,,,,71225653,,,,d6331a85d0fc4d4fa6597430f3cc36ac,,,,,,0,2,,2019/06/13 16:50:55,,,,,Pharmacie Mohamed V,,mapman44,,,,,pharmacy,
,,791290547,way,12,,hospital,,,,,83467191,,,,ee83a743825a46c7b6bfa42632a66dd7,,,,,,0,1,,2020/04/13 09:58:12,,,,,CSCOM,,_aahu_,,,,,hospital,
,,309486569,way,12,,hospital,,,,,38920366,,,,6d5d0f14876e4c59b19ba4b2b77d042b,,,,"OMS Survey; UNICEF 2014; http://www.malisante.net/hopitaux/8-kayes/voir-details.html",,0,6,,2016/04/27 13:55:16,,,,,Hôpital Fousseyni Daou,,Jean-Marc Liotier,,,,,,
-0.040247425874867,16.2649286721414,8231324617,node,6,,pharmacy,,,,,95881952,,,,3a1308ab8fd84215a541a13278343559,,,,,,0,1,,2020/12/15 14:21:59,,,,,,,Dibloni Innocent,,,,,,
-7.99882744111466,12.6474791380948,5144203438,node,9,,pharmacy,,,,,71225653,,,,010ad5776e9443fca63b1270a62fb19a,,,,,,0,2,,2019/06/13 16:50:55,,,,,,,mapman44,,,,,pharmacy,
-10.8977513175617,12.4327745928294,2163839223,node,15,,clinic,,,,,26850038,,,,f67c5cb5ba3b4085afbcb45628d3b6d5,,,,OMS Survey,,0,2,,2014/11/17 18:59:47,,,,,Centre de Santé Communautaire de Faraba Kenieba,,jgc,no,,,,,
-6.75887875833547,12.9190307565113,2163839466,node,15,,clinic,,,,,33287575,,,,d3347b770b1a45dcb32c6c4e29fd2023,,,,OMS Survey,,0,3,,2015/08/12 10:11:15,,,,,Centre de Santé Communautaire de Konobougou,,Dou Diallo,yes,,,,,
-7.96179007410475,12.6708099979402,3192801083,node,15,,clinic,,,,,26858587,,,,b85915048c4a40e78ab0391a255e4165,,,,OMS Survey,,0,1,,2014/11/18 06:40:06,,,,,Centre de Santé Communautaire ASACOSISOU,,jgc,yes,,,,,
-9.49954383714439,13.0312483467505,8035765894,node,9,,clinic,,,,,92888330,,,,6b7a4c9e2d5847d78c920d94909a7eb9,,,,,,0,1,,2020/10/22 10:33:14,,,,,Infos Santé Traditionnelle Massage chinoise,,Daouda Sangare,,,,,,
-7.95387537821412,12.5967979605561,8049747287,node,9,,pharmacy,,,,,95347947,,,,30dc597d17b0435cadd216244057bead,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE NOUMOUSSA,,UNGSC-DTLM-Ale_Zena,,,,,,
-8.00137101345169,12.612190655182,4664414685,node,9,,pharmacy,,,,,77315665,,,,2635d35c0e5140a99fa8ad5f6c872dcb,,,,,,0,2,,2019/11/20 10:24:49,,,,,,,SerV,,,,,pharmacy,
-9.18956622181923,14.5540299352465,6915265777,node,9,,pharmacy,,,,,76200302,,,,0329e1c7e533436e9cce1f2806869364,,,,,,0,1,,2019/10/25 10:54:49,,,,,Pharmacie Diogassan,,Jeaan,,,,,,
,,791286961,way,12,,hospital,,,,,83466463,,,,f392bad349c94c8b9d26cb1bf93031a0,,,,,,0,1,,2020/04/13 09:47:40,,,,,Luxembourg,,_aahu_,,,,,hospital,
-6.21760001036623,13.4248549760659,5913931403,node,9,,pharmacy,,,,,62701443,,,,37474c6a21404c528164e18bd30d734f,,,,,,0,1,,2018/09/18 15:35:08,,,,,PHARMATIE,,founcly,,,,,,
-8.20104797979337,11.6412432291407,3190396951,node,15,,clinic,,,,,26827982,,,,d7836e831215455b835575804a7e04a5,,,,OMS Survey,,0,1,,2014/11/16 18:17:04,,,,,Centre de Santé Communautaire de Kangaré,,jgc,no,,,,,
-9.50310036247996,12.5844507466293,2163839267,node,15,,clinic,,,,,26850038,,,,f44ca961804b4bb3b4b40b877b6e5b0a,,,,OMS Survey,,0,2,,2014/11/17 18:59:47,,,,,Centre de Santé Communautaire de Gallé,,jgc,no,,,,,
-7.95369600548622,10.4990362545441,2163839245,node,12,,clinic,,,,,26816057,,,,6d09756242da484883d7fca057654824,,,,OMS Survey,,0,2,,2014/11/16 08:09:47,,,,,Centre de Santé Communautaire de Filamana,,jgc,,,,,,
,,452890125,way,6,,clinic,,,,,43585009,,,,0e1032c10aba49ce9d8daef821e1ca43,,,,,,0,1,,2016/11/12 16:41:18,,,,,,,SarahPetit,,,,,,
-4.80155910893791,12.1758932328043,2163839514,node,9,,clinic,,,,,57862913,,,,4831019d84ef4c1fb95e154ffc342f57,,,,,,0,2,,2018/04/06 11:46:12,,,,,CSCOM de KOURY,,Gilbertd,,,,,,
-11.8310492462043,14.440546593809,2163838700,node,9,,clinic,,,,,75673449,,,,d2b0ee21ec9e48a3ba989900319a7a59,,,,,,0,3,,2019/10/14 14:54:17,,,,,CSCOM de AMBIDEDI POSTE,,koos krijnders,,,,,,
-7.99145455144517,13.3790299379499,2163839950,node,15,,clinic,,,,,26881046,,,,d0dc4a5b3ae6450f80216daf1e3e2c2a,,,,OMS Survey,,0,2,,2014/11/19 07:55:41,,,,,Centre de Santé Communautaire de Tioribougou,,jgc,no,,,,,
-5.61222727958102,11.4284722212994,2163839378,node,9,,clinic,,,,,32180033,,,,1693bd171403459197639bcbce586f6f,,,,,,0,2,,2015/06/24 10:33:48,,,,,CSCOM de KAPALA,,Jorieke V,,,,,,
,,791351379,way,12,,hospital,,,,,83474649,,,,ccad105d0e22472f9af877f052e8e334,,,,,,0,1,,2020/04/13 11:48:48,,,,,Centre de sante de Garbamé,,_aahu_,,,,,hospital,
-7.96172444380289,12.7280182472991,5113369726,node,9,,doctors,,,,,52150244,,,,4effd1c27b2b4accbb492c76d02cc691,,,,,,0,1,,2017/09/18 16:23:38,,,,,Cabinet tropical,,Toure 15,,,,,,
-7.92805526076424,12.574125583024,3386406415,node,9,,doctors,,,,,29295939,,,,aabf6a1c4ecb4f17938449ceacfe0885,,,,,,0,1,,2015/03/06 19:09:08,,,,,Cabinet Médical d'Opthalmologie,,Araba,,,,,,
-7.97249795540893,12.6606707449473,5551434038,node,18,,pharmacy,,Rue Du Blabla (Rue 235),,,58107935,,,,e576badcd265408a90f6eec0501e431c,,,,,,0,2,,2018/04/15 11:26:34,,,,Bamako,,,Ivortizma,,,,yes,pharmacy,
-7.98678834594847,12.5789169303351,6114326341,node,6,,pharmacy,,,,,65142975,,,,f2a2a4aa431c4a158823da08c6472ba1,,,,,,0,1,,2018/12/04 00:42:25,,,,,,,Nathalie SIDIBE,,,,,,
-5.46790666491108,12.375419827803,4021481997,node,9,,pharmacy,,,,,37384861,,,,24e7aaeeae6b46e9917a4f5056f44272,,,,,,0,1,,2016/02/23 10:04:15,,,,,Pharmacie Dalla Sadio,,Daouda Sanou,,,,,,
-9.46180482101985,13.0376158271343,7746093976,node,9,,clinic,,,,,88486594,,,,d9e63224b6c8482ba2f057b219875c85,,,,,,0,1,,2020/07/25 06:44:36,,,,,Centre de Santé SOS,,Daouda Sangare,,,,,,
-7.91834675377547,12.6743749889979,7868633855,node,9,,hospital,,,,,90307866,,,,d44f6895c1394fdabaeb8d032cef1f17,,,,,,0,1,,2020/09/02 13:39:25,,,,,ASACOBOULI,,Makang,,,,,,
-7.9901247625067,12.563576622604,4102260986,node,9,,pharmacy,,,,,60289614,,,,be5dc97bce8c4a3f9ab1ce9721e69586,,,,,,0,2,,2018/06/29 21:02:10,,,,,Pharmacie Idielydo,,Jean-Marc Liotier,,,,,,
-7.92183655916176,12.6755877665681,2527958915,node,9,,clinic,,,,,67078771,,,,58cc117fd1ab4fe9881e7f9a5cb54034,,,,,,0,2,,2019/02/10 18:09:37,,,,,ASACOBOUL,,Jean-Marc Liotier,,,,,,
-8.0260398765007,12.6214047975216,7501388296,node,6,,pharmacy,,,,,84942879,,,,af13250ac1034b409a44c309e022294a,,,,,,0,1,,2020/05/09 15:47:21,,,,,,,Lassine77,,,,,,
-5.94975461807596,11.7440830622905,4889863241,node,9,,clinic,,,,,49165794,,,,b31d46861e8648a299888af878ea7f93,,,,,,0,1,,2017/06/01 13:51:14,,,,,Dispensaire de la mission Catholique,,Mamadougisminusma,,,,,,
-7.76506412441336,13.0884899560841,2163839960,node,15,,clinic,,,,,92004396,,,,e020fc84f0284eb0b9ccc644694c2b90,,,,OMS Survey,,0,3,,2020/10/05 19:24:51,,,,,Centre de Santé Communautaire de Tombougou,,juf Carla,no,,,,,
-5.44033104166053,12.3526343783971,4015045986,node,9,,clinic,,,,,67493210,,,,d897699f9ab942f6a1eb06237206449b,,,,,,0,2,,2019/02/23 12:56:57,,,,,Centre de Santé,,Jean-Marc Liotier,,,,,,
-7.91317444896515,11.9916471825669,3189067678,node,12,,clinic,,,,,26859604,,,,c3d9e8d12c2a44b880d2bb4e22c68eda,,,,OMS Survey,,0,4,,2014/11/18 08:13:16,,,,,Centre de Santé de Référence d'Ouélessébougou,,jgc,,,,,,
-11.2391650092821,12.8400089394194,3189067702,node,12,,clinic,,,,,26859604,,,,1f0fcc579b014e93b3671e05a6aa8300,,,,OMS Survey,,0,4,,2014/11/18 08:13:19,,,,,Centre de Santé de Référence de Kéniéba,,jgc,,,,,,
-8.02103370101128,12.5898004963298,4946554792,node,9,,pharmacy,,,,,49977541,,,,c5aaa599fc3542298dfdaaa4c78f87ce,,,,,,0,1,,2017/07/02 06:22:05,,,,,Pharmacie Penda,,Cattleya2,,,,,,
,,317487975,way,12,,clinic,,,,,40333028,,,,5697d5517ef542579fad8cd302f78c2f,,,,,,0,4,,2016/06/27 23:16:44,,BP:8017,,,Médecine générale et Spécialisée,,Jean-Marc Liotier,,,,,,
-7.92700006297375,12.5878499436423,3192801089,node,18,,clinic,,,,,71225528,,,,46bb213543244b60bfdaa61e29f7290a,,,,OMS Survey,,0,2,,2019/06/13 16:47:26,,,,,Centre de Santé Communautaire ASACPOA II,,mapman44,yes,,,,clinic,
-7.5438712317204,12.8884308587767,2163839492,node,15,,clinic,,,,,26881046,,,,2a986123a74c464a8ca8fcb204a3b5d9,,,,OMS Survey,,0,2,,2014/11/19 07:55:37,,,,,Centre de Santé Communautaire de Koulikoro-Ba,,jgc,yes,,,,,
-4.5543705817426,13.9053875571658,5782477514,node,12,,doctors,,,,,70939750,,,,31c8e0181cfb48cb93364ccbad0f0b70,,,,,,0,3,,2019/06/04 22:29:11,,,,,Centre de santé de référence de Djênnê,,mapman44,,,,,doctor,
-7.92325444190257,12.5908990285597,3386406419,node,15,,pharmacy,,,,,71225528,,,,c560318fbb144b2eb7e8d65367b9f159,,,,,,0,2,,2019/06/13 16:47:26,,,,,Pharmacie Du Sud,,mapman44,,,,no,pharmacy,
-7.25790952918703,12.0894347397598,2163839610,node,15,,clinic,,,,,55025145,,,,4ef5af60eda14093b97737a5635f1b68,,,,OMS Survey,,0,3,,2017/12/30 02:19:56,,,,,Centre de Santé Communautaire de Meridiela,,edvac,yes,,,,,
-8.24344708262532,11.6419229176691,3189067716,node,15,,clinic,,,,,26859604,,,,7006fed8615c423bbec7cc087140d8e7,,,,OMS Survey,,0,3,,2014/11/18 08:13:20,,,,,Centre de Santé de Référence de Sélingué,,jgc,yes,,,,,
-9.49266195936281,13.0417154997955,7746203257,node,9,,clinic,,,,,92817947,,,,de06c8bb58904fcabe84e186bf52792d,,,,,,0,2,,2020/10/21 08:59:27,,,,,Clinique Médical Kita Kourou,,Daouda Sangare,,,,,,
-11.4581662019332,14.4362218670476,5172882068,node,15,,doctors,,,,,53010534,,,,31bd208c987145e496473d4502dc6a1d,,24/7,,,,0,1,,2017/10/17 12:34:34,,,,,Cabinet Medical Lafia-Sud,,SORY IBRAHIM DEMBELE,yes,,,,,
-3.97321258249247,14.8241121222177,4338403685,node,9,,clinic,,,,,41287524,,,,c5da10d75cf8430a957bea2d29525fbe,,,,,,0,1,,2016/08/06 13:31:05,,,,,Centre de Santé,,Madjou LEYE,,,,,,
,,432579149,way,9,,hospital,,,,,40952491,,,,9eec4813234947e9907bee9466865e9b,,,,,,0,1,,2016/07/22 15:00:56,,,,,Clinic,,modibo_sam,,,,,,
-8.09022907773669,13.8849706659586,5061818824,node,9,,doctors,,,,,68404386,,,,2cb1dce1c40e4e4b9ac0e2b28c50c6d0,,,,,,0,2,,2019/03/22 10:01:38,,,,,Centre de santé Didieni,,Jean-Marc Liotier,,,,,,
-7.94588532901398,12.5812777771829,3386321694,node,12,,pharmacy,,,,,64131243,,,,77312fbcbba94d69a25468d83db37360,,,,,,0,2,,2018/11/03 00:51:11,,,,,Pharmacie Mamadou Ballo,,Nathalie SIDIBE,,,,no,,
,,325162015,way,9,,hospital,,,,,28482446,,,,67e742e8f3d54b6b95a518ee1d498ead,,,,,,0,1,,2015/01/29 09:48:43,,,,,CSCOM de BAMBA,,daoudaguindo10b,,,,,,
-7.28854437945785,15.16081644164,3189067711,node,12,,clinic,,,,,26859604,,,,ed8ae737f5c942248442c61b28bacd74,,,,OMS Survey,,0,3,,2014/11/18 08:13:20,,,,,Centre de Santé de Référence de Nara,,jgc,,,,,,
-7.94573135345269,12.663255723886,7727343397,node,9,,pharmacy,,,,,95347947,,,,2a0f67b4184f4657a3d5c06f5576fd50,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE,,UNGSC-DTLM-Ale_Zena,,,,,,
-8.05765406833831,12.7552274975619,5071425121,node,9,,pharmacy,,,,,51611665,,,,9a9934729fe8409f84c607004d539005,,,,,,0,1,,2017/08/31 11:52:47,,,,,Pharmacie le marabout,,Toure 15,,,,,,
-12.1219588700001,14.3714218765273,6160276986,node,9,,doctors,,,,,65751827,,,,ff10da491852410786bfbb12a3433617,,,,,,0,1,,2018/12/24 23:42:57,,,,,Site ASC DIGUI,,ly09,,,,,,
-8.37847610617033,13.6922487514132,5237664226,node,9,,doctors,,,,,53920387,,,,31c89224221248788090ae55cff2bbf6,,,,,,0,1,,2017/11/19 11:09:41,,,,,CSCOM Sebecoro 1,,Toure 15,,,,,,
-11.4500970275671,14.4500221677086,2163841185,node,9,,clinic,,,,,26442325,,,,c5437b9322ef4c38a857f29b0e62ac2a,,,,,,0,2,,2014/10/30 16:41:18,,,,,Polyclinique Yonki - Saha,,cjenkins,,,,,,
-9.11969006691805,13.1065499399378,2163838817,node,15,,clinic,,,,,26834382,,,,f28d3b07ce0b4bdd87cd8bee4a67f840,,,,OMS Survey,,0,2,,2014/11/17 00:27:05,,,,,Centre de Santé Communautaire de Badinko,,jgc,yes,,,,,
-7.93338573208743,12.5169848918047,2163840451,node,9,,doctors,,,,,53819425,,,,06f2ff526eb84e0f9b8f8341e2146878,,,,,,0,3,,2017/11/15 20:59:09,,,,,Infirmerie Garnison Base Aérienne 101 Senou,,VIGNERON,,,,,,
-7.98662330627499,12.5898986484159,7727342392,node,9,,pharmacy,,,,,95347947,,,,16b9f0867e80414da517b953ab80d254,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE WASSA,,UNGSC-DTLM-Ale_Zena,,,,,,
-8.9379900197697,12.599319991402,2163839290,node,15,,clinic,,,,,26834382,,,,5e7fbeddcb244b6191ea46bf446ba289,,,,OMS Survey,,0,2,,2014/11/17 00:27:05,,,,,Centre de Santé Communautaire de Goro,,jgc,no,,,,,
-8.01196355976819,12.5845705240256,4946554786,node,12,,pharmacy,,,,,77315665,,,,0980a0929aa5492599d4d88bed9ae362,,,,,,0,2,,2019/11/20 10:24:49,,,,,Pharmacie Dunia,,SerV,,,,,pharmacy,
-8.02892710686785,12.5913605361484,6187151748,node,6,,pharmacy,,,,,66061298,,,,e04f0be428554c59b55328bd08335296,,,,,,0,1,,2019/01/06 01:55:45,,,,,,,Nathalie SIDIBE,,,,,,
-8.00444666900219,12.6418274722419,7501066085,node,9,,pharmacy,,,,,84940631,,,,f1a2243de6224624b00134cc70306014,,,,,,0,1,,2020/05/09 14:47:21,,,,,Pharmacie Espace Bébé,,Nathalie SIDIBE,,,,,,
-7.95823170475049,12.5965645245527,3638133639,node,12,,pharmacy,,,,,32462053,,,,d7494ec9a06e48e8a2920520afd385dd,,,,,,0,1,,2015/07/07 02:17:16,,,,,pharmacie officine Dr A.Singare,,mouspipi,,,,no,,
-10.4172562035691,15.0056402565319,6566471945,node,6,,pharmacy,,,,,71539565,,,,c08ad90860a04c9e99ceb25486380c30,,,,,,0,1,,2019/06/23 19:22:41,,,,,,,Janmoellmann,,,,,,
-7.94911018244096,12.5831065408173,3192798441,node,12,,clinic,,,,,26858587,,,,07e98c43f7994610b3b20808a991cfa7,,,,OMS Survey,,0,1,,2014/11/18 06:40:01,,,,,Centre de Santé Communautaire ASACOBAFA,,jgc,,,,,,
-5.45494597949096,12.4055654263856,6064273940,node,6,,pharmacy,,,,,67493210,,,,f563094e00e84c7a8a09ba607cd536a0,,,,,,0,2,,2019/02/23 12:57:01,,,,,,,Jean-Marc Liotier,,,,,,
-3.48864797069004,15.1366121874839,5286278430,node,9,,doctors,,,,,54660336,,,,be0b9bc019dc432c94c5758c70133846,,,,,,0,1,,2017/12/15 17:49:34,,,,,Centre santé Bouare,,Toure 15,,,,,,
,,791341402,way,12,,hospital,,,,,83473379,,,,afa4373dae4d4ba7bf338ee3ad2c6906,,,,,,0,1,,2020/04/13 11:27:49,,,,,CS/COM Berrah,,_aahu_,,,,,hospital,
-7.95278011492644,12.5921245466227,3774242262,node,12,,pharmacy,,,,,71225528,,,,7231eaedc66a4b39981d6ab554ae9e7e,,,,,,0,2,,2019/06/13 16:47:26,,,,,Pharmacie Faladié,,mapman44,,,,,pharmacy,
-11.8422754644007,13.8315323451901,6881090985,node,9,,doctors,,,,,75708395,,,,09645f866a064869a75d71372d72cb5d,,,,,,0,1,,2019/10/15 09:19:56,,,,,CSCOM de Kakadian,,ly09,,,,,,
-8.04066965029975,12.6180468394722,3463666874,node,9,,doctors,,,,,52634065,,,,a74ea160718d4f618f1200bcc7837cae,,,,,,0,2,,2017/10/04 18:45:35,,,,,Agence nationale d'assistance medicale,,Nathalie SIDIBE,,,,,,
-7.99621698119029,12.5170823733386,6199868585,node,9,,pharmacy,,,,,66212928,,,,70d16ad95f3b47e5ac8b59724c5f1c16,,,,,,0,1,,2019/01/11 01:08:24,,,,,Pharmacopée Sidiki Keita,,Nathalie SIDIBE,,,,,,
-7.99994567081703,12.5699937238546,2163841346,node,9,,doctors,,,,,26972957,,,,f694f42608654665a76f65a839e18cc1,,,,,,0,2,,2014/11/23 13:28:47,,,,,doctors Médical 1ere Plaque,,matthewsheffield,,,,,,
-7.48049356634968,11.4038587626304,2163838906,node,15,,clinic,,,,,26821015,,,,ebc9fbcb84194b1cae9dd4d45e3ee9ae,,,,OMS Survey,,0,2,,2014/11/16 12:48:34,,,,,Centre de Santé Communautaire de Bougouni Sud,,jgc,yes,,,,,
-7.54560812969603,13.3903817170558,2163838935,node,15,,clinic,,,,,91912949,,,,09ef1c59244640adb1f78394150f25eb,,,,OMS Survey,,0,3,,2020/10/03 19:30:47,,,,,Centre de Santé Communautaire de Chola,,juf Carla,no,,,,,
0.501490818026355,15.6653329166615,2163838605,node,9,,clinic,,,,,28594828,,,,228837be27644357b7e34ec7c42346fc,,,,,,0,2,,2015/02/03 17:57:26,,,,,ANSONGO clinic,,Vincent Turmine,,,,,,
0.70492589447494,14.9689401773057,2163839525,node,9,,clinic,,,,,28590744,,,,a342ae709b8f4c188995bb521dfb1843,,,,,,0,2,,2015/02/03 14:45:37,,,,,CSCOM de LABBEZANGA,,Vincent Turmine,,,,,,
-7.96104425236038,12.6817013591048,5467850844,node,9,,clinic,,,,,67586230,,,,b4a0817cef9c40d58edab4fc19d73f41,,,,,,0,2,,2019/02/26 15:22:58,,,,,Centre de santé de Djanguinebougou,,Jean-Marc Liotier,,,,,,
-3.61463962623338,14.3507681965555,3189067682,node,12,,clinic,,,,,42763852,,,,3166ade45abb45bb8b01b7f237738a36,,,,OMS Survey,,0,4,,2016/10/09 22:06:32,,,,,Centre de Santé de Référence de Bandiagara,,sulbi,,,,,,
-3.11222575162296,14.6471711520531,2163838832,node,9,,clinic,,,,,28485324,,,,f6b4f3f62136428daddf5ad6c705e27d,,,,,,0,2,,2015/01/29 12:50:36,,,,,CSCOM de BAMBA,,daoudaguindo10b,,,,,,
-7.87365377550202,10.7408471203013,2163839440,node,12,,clinic,,,,,34100961,,,,64faa77e7acb454fa19db5d35f73df73,,,,OMS Survey,,0,3,,2015/09/18 11:28:23,,,,,Centre de Santé Communautaire de Kokoun,,Jake Strine,,,,,,
-8.01279387109656,12.5995847757232,4281287391,node,12,,clinic,,,,,41065220,,,,43e73c2d715a4d4b9a8ad2126b01ba45,,24/7,,,,0,2,,2016/07/27 15:22:00,,,,,Éden chez Célestin,,Mamadi Sangaré,,,,,,
-7.64583004302756,12.821389966443,2163839595,node,12,,clinic,,,,,26881046,,,,a602bed12c58415f868d9abe113e001c,,,,OMS Survey,,0,2,,2014/11/19 07:55:38,,,,,Centre de Santé Communautaire de Massala,,jgc,,,,,,
-7.92582005864497,12.603949987077,3192801088,node,18,,clinic,,,,,71225528,,,,c3b360385cb843a48f6176139740c15c,,,,OMS Survey,,0,2,,2019/06/13 16:47:26,,,,,Centre de Santé Communautaire ASACOYIR,,mapman44,yes,,,,clinic,
-7.8759000417335,12.6912899210592,2163838744,node,15,,clinic,,,,,93431176,,,,7bbe236e0c0a443d82c615ea22bea9d5,,,,OMS Survey,,0,3,,2020/11/02 16:41:47,,,,,Centre de Santé Communautaire ASACO - San,,Jean-Marc Liotier,yes,,,,,
-6.89282844420885,11.0835414830075,3189067704,node,12,,clinic,,,,,26859604,,,,21abb82636034795a0dab3e3ef03ba50,,,,OMS Survey,,0,3,,2014/11/18 08:13:19,,,,,Centre de Santé de Référence de Kolondieba,,jgc,,,,,,
-2.96487097182322,14.7479496237554,6411601432,node,9,,hospital,,,,,69305372,,,,14ff4fc3954c4f37b603a42298395dd6,,,,,,0,1,,2019/04/17 11:21:08,,,,,,,Rahul Vasant Jawale,,,,,hospital,
-7.99610340640228,12.6558481331374,5580090798,node,15,,pharmacy,,,,,58436939,,,,ea2c126e763543199915eb21583d5040,,,,,,0,1,,2018/04/26 09:36:16,,,,BAMAKO,Pharmacie BADJI SOUSSOKO,,Doudssi,yes,,,,,
-3.33165207440305,16.3699480515733,3583313317,node,9,,clinic,,,,,64016605,,,,549376e2ef6842159e4f3efe0ed6c0eb,,,,,,0,2,,2018/10/30 16:02:29,,,,,Centre de Santé Communautaire de Bourem Sidi Amar,,cissoko358,,,,,,
,,208639213,way,12,,clinic,,,,,49545818,,,,745ebf3d74144302941dcc405ab31fba,,,,survey,,0,6,,2017/06/15 02:25:53,,,,,Centre de Santé de Référence de Mopti,,silvIasdw,,,,,,
-7.29357947251319,13.4351412476404,2163839418,node,15,,clinic,,,,,26881046,,,,8af2110d2fa145938f10058fd673db47,,,,OMS Survey,,0,2,,2014/11/19 07:55:37,,,,,Centre de Santé Communautaire de Kerouane,,jgc,yes,,,,,
-11.4554599368556,14.4519595608081,5221346725,node,6,,pharmacy,,,,,53664114,,,,a0957b78b68d496b95dd1e0050aecfec,,,,,,0,1,,2017/11/10 11:29:03,,,,,,,Nathalie SIDIBE,,,,,,
